customer_id,customer_segment,amount,failure_reason,payment_channel,days_since_failure,event_date,total_past_payments,total_past_failures,past_self_cure_count,past_recovery_attempts,past_whatsapp_success,past_whatsapp_attempts,past_email_success,past_email_attempts,past_call_success,past_call_attempts,past_opt_outs,intervention_used,contacted,recovered,amount_recovered,recovery_time_hours,churn_or_annoyance_flag
130,regular,2751.46,timeout,card,2.9,2025-08-30,77,14,5,11,1,6,2,4,1,4,2,retry,True,False,0.0,,False
144,regular,6221.89,timeout,netbanking,6.5,2025-04-24,99,13,3,10,1,4,1,1,0,6,0,whatsapp,True,False,0.0,,False
85,new,1177.88,bank_server_down,netbanking,4.6,2025-03-02,54,8,0,8,4,6,1,2,0,0,0,email,True,False,0.0,,False
159,regular,1034.12,timeout,upi,8.7,2025-07-15,45,8,2,8,1,1,0,6,0,0,0,email,True,False,0.0,,False
39,new,498.36,timeout,netbanking,4.1,2025-10-19,17,9,7,4,5,6,0,0,1,4,0,none,False,False,0.0,,False
37,new,1017.51,timeout,upi,4.9,2025-11-20,93,15,5,11,0,3,0,0,1,2,0,none,False,True,1017.51,5.1,False
116,high_value,17308.75,timeout,card,4.9,2026-01-26,87,8,2,7,2,5,0,3,0,4,2,human_followup,True,True,17308.75,20.7,True
110,regular,7739.96,network_error,upi,0.4,2025-04-13,47,9,1,8,0,1,4,5,2,6,0,discount,True,False,0.0,,False
136,regular,1929.33,insufficient_funds,card,2.3,2026-03-26,63,15,5,11,0,0,1,1,1,3,0,whatsapp,True,True,1929.33,28.3,False
43,regular,989.65,insufficient_funds,netbanking,9.5,2025-08-22,41,4,1,4,4,5,0,6,1,2,0,discount,True,True,989.65,42.6,False
35,regular,3070.5,network_error,netbanking,7.5,2025-03-26,83,16,7,11,0,6,0,1,0,0,1,none,False,False,0.0,,False
104,regular,643.44,timeout,card,2.1,2025-01-12,45,3,3,3,3,3,0,6,2,4,0,voice,True,True,643.44,31.3,False
10,new,1188.06,card_declined,upi,5.9,2025-01-25,80,5,1,5,1,1,2,5,1,1,0,discount,True,False,0.0,,False
177,regular,1368.42,network_error,wallet,1.2,2025-05-10,7,8,2,7,0,4,0,2,1,6,1,email,True,False,0.0,,False
162,regular,569.78,network_error,upi,6.6,2025-05-19,94,1,1,1,0,0,1,1,0,2,0,voice,True,False,0.0,,False
27,regular,4336.89,bank_server_down,upi,2.8,2026-02-06,20,4,5,0,1,3,0,4,1,5,0,retry,True,True,4336.89,9.7,False
68,new,2511.35,timeout,netbanking,7.0,2025-06-01,76,3,2,3,2,2,0,1,0,6,0,whatsapp,True,True,2511.35,33.1,False
124,regular,2979.53,insufficient_funds,upi,6.7,2026-04-10,38,9,4,7,0,2,0,0,0,6,0,retry,True,False,0.0,,False
127,regular,1618.58,insufficient_funds,upi,7.2,2025-02-21,13,7,6,2,3,5,1,4,2,3,0,none,False,False,0.0,,False
117,regular,7914.99,card_declined,netbanking,4.6,2025-02-21,43,11,0,11,0,3,4,6,0,0,0,none,False,False,0.0,,False
75,regular,3201.61,card_declined,wallet,7.4,2025-02-18,61,10,3,10,1,5,1,3,1,5,2,none,False,False,0.0,,False
3,new,2570.8,timeout,netbanking,3.6,2025-08-13,53,2,1,1,0,2,0,1,1,1,0,none,False,True,2570.8,53.0,False
96,new,2463.4,timeout,upi,4.0,2026-05-08,30,11,2,11,1,5,0,5,2,4,2,email,True,False,0.0,,True
123,high_value,40995.46,timeout,upi,1.3,2026-01-07,99,1,2,0,0,0,2,5,1,1,0,retry,True,False,0.0,,False
41,high_value,9667.09,bank_server_down,wallet,8.0,2025-12-14,82,3,3,3,3,4,1,3,0,4,0,email,True,False,0.0,,False
157,high_value,6296.73,timeout,wallet,9.2,2025-02-27,83,5,4,1,2,5,3,4,2,6,0,none,False,False,0.0,,False
17,new,858.68,card_declined,upi,7.0,2025-12-14,90,14,5,9,2,6,2,5,3,5,0,email,True,False,0.0,,False
58,high_value,49005.3,card_declined,upi,4.3,2026-01-08,19,9,4,7,1,3,1,6,3,3,0,whatsapp,True,True,49005.3,18.5,False
143,high_value,45142.78,bank_server_down,upi,0.1,2026-04-24,71,15,6,10,1,1,0,2,0,1,0,whatsapp,True,False,0.0,,False
43,regular,1061.49,network_error,netbanking,2.4,2026-05-12,41,4,1,4,4,5,0,6,1,2,0,whatsapp,True,True,1061.49,18.2,False
61,high_value,8547.38,network_error,wallet,0.9,2025-09-13,32,4,2,4,1,3,2,5,0,0,0,email,True,True,8547.38,31.4,False
27,regular,3525.8,insufficient_funds,upi,8.3,2026-02-10,20,4,5,0,1,3,0,4,1,5,0,voice,True,False,0.0,,False
131,high_value,30304.97,network_error,netbanking,3.6,2025-01-28,43,15,3,12,0,1,2,4,2,6,0,none,False,False,0.0,,False
85,new,1724.44,bank_server_down,wallet,7.2,2025-07-06,54,8,0,8,4,6,1,2,0,0,0,discount,True,True,1724.44,10.7,False
88,high_value,20981.25,card_declined,netbanking,7.0,2025-01-24,93,6,4,5,1,3,0,0,2,5,0,none,False,False,0.0,,False
105,new,410.19,bank_server_down,card,1.9,2026-04-22,83,13,7,8,2,3,0,1,1,2,0,none,False,True,410.19,59.5,False
49,high_value,37255.46,insufficient_funds,wallet,0.5,2025-11-21,97,12,2,12,0,2,2,5,1,4,0,none,False,False,0.0,,False
116,high_value,25582.45,bank_server_down,card,9.6,2025-01-03,87,8,2,7,2,5,0,3,0,4,2,email,True,False,0.0,,False
150,regular,4121.99,bank_server_down,card,6.9,2025-03-30,42,11,4,9,1,4,0,0,0,1,0,discount,True,True,4121.99,28.9,False
83,high_value,27684.96,network_error,wallet,9.8,2026-04-14,17,3,2,3,3,6,4,6,4,6,0,discount,True,True,27684.96,16.5,False
76,regular,3896.34,timeout,card,4.1,2025-12-25,46,11,5,7,4,4,3,6,0,3,0,none,False,False,0.0,,False
180,regular,4608.54,card_declined,card,2.0,2025-11-16,47,13,4,10,3,5,5,6,0,0,0,discount,True,False,0.0,,False
34,regular,7860.02,timeout,netbanking,7.1,2026-01-25,18,5,5,1,1,5,6,6,1,3,0,whatsapp,True,False,0.0,,False
171,new,2159.36,bank_server_down,netbanking,8.8,2025-08-05,52,3,4,2,1,5,0,0,0,0,0,none,False,True,2159.36,2.8,False
38,regular,897.99,insufficient_funds,card,2.7,2026-02-07,100,9,5,7,3,4,0,0,4,5,0,whatsapp,True,True,897.99,40.3,False
177,regular,6382.68,timeout,upi,3.6,2025-08-20,7,8,2,7,0,4,0,2,1,6,1,retry,True,False,0.0,,False
144,regular,6986.31,bank_server_down,wallet,2.4,2026-02-06,99,13,3,10,1,4,1,1,0,6,0,human_followup,True,False,0.0,,False
13,regular,7448.64,network_error,wallet,9.6,2026-05-15,59,7,5,4,1,5,2,2,1,5,0,discount,True,False,0.0,,False
65,high_value,14138.93,network_error,card,9.1,2025-12-27,67,11,5,6,3,5,0,2,1,5,0,discount,True,True,14138.93,35.5,False
51,high_value,39926.6,timeout,netbanking,4.5,2025-12-16,48,4,5,1,0,4,4,6,1,4,0,retry,True,False,0.0,,False
132,new,446.13,insufficient_funds,wallet,2.8,2025-05-16,46,3,5,1,0,0,3,5,1,3,0,retry,True,False,0.0,,False
66,new,116.37,network_error,card,0.4,2026-04-21,60,14,5,10,1,3,1,3,2,5,0,whatsapp,True,True,116.37,29.6,False
170,high_value,18551.97,bank_server_down,netbanking,0.7,2025-12-29,8,10,3,8,0,3,0,0,0,3,2,whatsapp,True,False,0.0,,True
18,regular,6396.94,timeout,wallet,5.4,2025-07-26,21,0,2,0,1,5,0,0,0,0,0,retry,True,True,6396.94,10.3,False
85,new,1060.09,card_declined,card,9.5,2025-11-13,54,8,0,8,4,6,1,2,0,0,0,email,True,False,0.0,,False
167,high_value,5396.17,card_declined,wallet,2.4,2025-11-25,58,2,2,1,1,3,1,2,5,6,0,voice,True,True,5396.17,32.8,False
83,high_value,22161.77,insufficient_funds,wallet,2.6,2026-01-06,17,3,2,3,3,6,4,6,4,6,0,whatsapp,True,False,0.0,,False
96,new,1591.5,bank_server_down,wallet,4.9,2025-06-01,30,11,2,11,1,5,0,5,2,4,2,none,False,True,1591.5,37.5,False
25,regular,1755.46,bank_server_down,upi,6.3,2025-04-18,91,10,1,10,0,2,0,0,0,0,2,discount,True,False,0.0,,False
109,regular,6767.49,timeout,wallet,6.5,2026-04-27,58,8,1,8,1,6,3,6,0,2,0,retry,True,False,0.0,,False
7,regular,3944.19,card_declined,upi,0.9,2025-01-28,19,12,4,10,2,2,2,5,2,6,0,whatsapp,True,True,3944.19,39.5,True
67,new,1282.14,network_error,wallet,4.3,2025-01-09,21,6,7,1,1,4,0,3,4,6,0,whatsapp,True,True,1282.14,34.6,False
17,new,2292.29,bank_server_down,upi,7.0,2025-02-07,90,14,5,9,2,6,2,5,3,5,0,whatsapp,True,True,2292.29,33.0,False
156,regular,1148.79,network_error,wallet,4.0,2025-12-05,20,0,2,0,3,6,1,2,1,3,0,retry,True,True,1148.79,10.6,False
101,new,2410.63,bank_server_down,netbanking,9.6,2025-03-15,84,12,6,8,2,5,1,4,2,4,0,whatsapp,True,False,0.0,,False
166,regular,3298.48,insufficient_funds,card,1.2,2025-01-03,98,10,4,7,2,4,1,1,1,5,0,voice,True,True,3298.48,4.2,False
54,regular,6112.22,card_declined,card,4.1,2025-11-27,34,12,4,9,0,3,2,6,0,2,0,none,False,True,6112.22,14.1,False
158,regular,6760.61,timeout,upi,1.8,2026-02-14,93,13,7,8,0,0,4,6,2,5,0,voice,True,True,6760.61,47.5,False
141,new,1437.67,bank_server_down,upi,2.9,2025-02-04,62,12,5,8,0,2,3,4,0,2,0,whatsapp,True,True,1437.67,45.7,False
92,regular,1461.61,timeout,upi,2.9,2025-02-05,38,12,4,8,2,6,0,0,0,1,0,none,False,True,1461.61,33.0,False
158,regular,5445.67,bank_server_down,card,5.7,2025-07-06,93,13,7,8,0,0,4,6,2,5,0,none,False,False,0.0,,False
44,new,114.01,timeout,card,7.1,2025-11-25,61,13,6,9,0,0,0,3,3,4,0,email,True,False,0.0,,True
85,new,2645.87,network_error,wallet,3.6,2025-06-06,54,8,0,8,4,6,1,2,0,0,0,email,True,True,2645.87,4.0,False
72,regular,6940.35,timeout,card,2.6,2026-03-30,60,4,3,1,0,0,0,3,4,4,0,voice,True,True,6940.35,40.8,False
162,regular,733.96,bank_server_down,wallet,7.7,2025-04-19,94,1,1,1,0,0,1,1,0,2,0,none,False,True,733.96,39.6,False
139,high_value,26244.68,timeout,netbanking,3.9,2026-04-02,35,15,7,10,0,2,0,6,0,6,0,human_followup,True,False,0.0,,True
119,regular,4258.42,insufficient_funds,wallet,3.6,2025-01-06,69,7,1,7,0,2,0,4,0,2,1,discount,True,False,0.0,,False
158,regular,5631.21,bank_server_down,card,4.5,2025-04-02,93,13,7,8,0,0,4,6,2,5,0,voice,True,True,5631.21,7.1,False
124,regular,7543.81,insufficient_funds,card,7.6,2025-04-29,38,9,4,7,0,2,0,0,0,6,0,retry,True,False,0.0,,False
11,regular,5514.39,bank_server_down,netbanking,3.9,2026-04-15,36,15,7,11,1,6,5,6,4,6,0,email,True,True,5514.39,15.6,False
134,new,1937.34,card_declined,netbanking,5.8,2025-10-19,76,5,6,2,4,4,2,4,0,3,0,whatsapp,True,True,1937.34,31.4,False
20,high_value,28249.83,network_error,card,5.2,2025-06-30,57,4,2,3,0,0,1,1,0,2,0,none,False,True,28249.83,57.3,False
155,new,119.13,timeout,wallet,1.7,2025-02-09,97,3,5,0,3,5,0,0,0,1,0,email,True,True,119.13,7.6,False
155,new,2180.18,insufficient_funds,card,4.1,2025-06-19,97,3,5,0,3,5,0,0,0,1,0,discount,True,True,2180.18,10.2,False
42,new,1977.05,network_error,upi,2.4,2025-03-07,25,9,5,4,1,1,0,0,1,1,0,voice,True,True,1977.05,2.0,False
147,regular,1601.49,timeout,netbanking,9.2,2025-09-22,45,9,2,8,2,6,2,4,1,6,2,none,False,False,0.0,,False
145,new,1949.11,card_declined,upi,2.2,2025-11-07,72,9,8,4,5,5,0,3,0,2,0,none,False,False,0.0,,False
44,new,736.16,network_error,card,7.9,2026-02-25,61,13,6,9,0,0,0,3,3,4,0,human_followup,True,False,0.0,,False
43,regular,5931.4,card_declined,wallet,6.0,2025-02-05,41,4,1,4,4,5,0,6,1,2,0,whatsapp,True,True,5931.4,9.8,False
130,regular,5632.76,timeout,upi,1.8,2026-04-07,77,14,5,11,1,6,2,4,1,4,2,voice,True,True,5632.76,24.2,True
31,regular,1198.92,timeout,upi,9.0,2026-02-01,55,11,4,7,2,4,3,3,1,3,0,discount,True,True,1198.92,42.0,False
179,regular,4473.62,timeout,wallet,7.9,2025-07-15,53,11,2,10,0,2,0,1,1,5,2,whatsapp,True,False,0.0,,False
179,regular,4820.91,network_error,card,2.5,2026-01-28,53,11,2,10,0,2,0,1,1,5,2,whatsapp,True,False,0.0,,True
140,regular,3564.85,timeout,upi,7.1,2026-02-09,26,2,3,1,4,5,0,2,0,0,0,retry,True,True,3564.85,25.0,False
97,new,1998.18,card_declined,wallet,3.6,2025-03-21,68,14,4,10,0,5,2,3,3,3,2,email,True,False,0.0,,True
138,high_value,24060.27,card_declined,netbanking,9.9,2025-07-23,55,8,5,5,1,2,2,4,1,5,0,human_followup,True,True,24060.27,23.2,False
95,regular,4693.2,network_error,netbanking,9.9,2025-10-23,21,11,3,8,0,2,1,5,3,6,0,whatsapp,True,False,0.0,,False
169,regular,1393.14,timeout,wallet,7.8,2026-05-02,64,2,4,1,0,2,6,6,2,6,0,whatsapp,True,True,1393.14,16.3,False
141,new,1880.67,insufficient_funds,card,3.9,2025-11-22,62,12,5,8,0,2,3,4,0,2,0,retry,True,True,1880.67,7.1,False
154,high_value,24591.98,insufficient_funds,netbanking,2.2,2025-02-10,93,10,4,7,0,1,1,2,1,2,0,voice,True,False,0.0,,False
103,high_value,32628.45,bank_server_down,netbanking,7.1,2025-11-02,81,17,5,12,1,3,1,4,3,5,0,retry,True,False,0.0,,False
45,regular,5302.18,network_error,upi,2.0,2025-12-03,91,0,1,0,1,6,1,6,3,5,0,none,False,True,5302.18,14.8,False
154,high_value,27974.65,timeout,card,6.7,2025-07-04,93,10,4,7,0,1,1,2,1,2,0,whatsapp,True,True,27974.65,47.8,False
103,high_value,20890.74,network_error,wallet,5.9,2025-09-23,81,17,5,12,1,3,1,4,3,5,0,retry,True,False,0.0,,False
24,regular,4621.94,bank_server_down,netbanking,3.5,2026-02-22,91,13,8,8,1,5,0,2,3,4,2,whatsapp,True,False,0.0,,True
104,regular,4811.8,card_declined,card,4.1,2025-02-24,45,3,3,3,3,3,0,6,2,4,0,voice,True,True,4811.8,5.7,False
132,new,2874.46,bank_server_down,netbanking,6.9,2026-05-10,46,3,5,1,0,0,3,5,1,3,0,whatsapp,True,True,2874.46,16.4,False
118,high_value,35671.76,bank_server_down,upi,4.8,2025-05-13,31,9,1,9,0,0,0,0,2,4,0,retry,True,False,0.0,,False
57,regular,5576.85,timeout,netbanking,4.1,2025-06-30,9,12,5,10,0,4,2,3,0,2,1,email,True,True,5576.85,12.0,False
24,regular,3491.98,card_declined,upi,5.5,2025-04-02,91,13,8,8,1,5,0,2,3,4,2,email,True,False,0.0,,False
69,regular,1870.88,timeout,wallet,7.4,2025-05-01,94,1,3,0,3,6,0,1,0,0,0,discount,True,False,0.0,,False
52,regular,6762.05,bank_server_down,netbanking,1.6,2025-02-24,61,6,5,1,0,1,0,0,0,0,0,retry,True,True,6762.05,45.9,False
127,regular,5103.7,bank_server_down,upi,8.5,2025-07-10,13,7,6,2,3,5,1,4,2,3,0,voice,True,True,5103.7,43.1,False
71,new,1523.34,bank_server_down,netbanking,4.0,2026-01-20,41,8,3,5,5,5,2,4,4,6,0,voice,True,True,1523.34,23.0,False
139,high_value,6465.32,card_declined,wallet,8.6,2026-02-02,35,15,7,10,0,2,0,6,0,6,0,whatsapp,True,False,0.0,,False
118,high_value,19204.31,insufficient_funds,upi,6.7,2025-07-14,31,9,1,9,0,0,0,0,2,4,0,voice,True,True,19204.31,12.5,False
141,new,862.26,card_declined,wallet,9.6,2025-06-25,62,12,5,8,0,2,3,4,0,2,0,whatsapp,True,False,0.0,,False
180,regular,6141.47,card_declined,wallet,2.8,2025-04-03,47,13,4,10,3,5,5,6,0,0,0,voice,True,False,0.0,,False
26,new,2190.36,timeout,wallet,8.6,2025-04-11,58,9,3,9,1,5,2,5,0,1,0,whatsapp,True,False,0.0,,True
3,new,612.16,network_error,card,10.0,2026-03-11,53,2,1,1,0,2,0,1,1,1,0,voice,True,True,612.16,23.4,False
65,high_value,30296.23,bank_server_down,upi,4.0,2025-12-20,67,11,5,6,3,5,0,2,1,5,0,whatsapp,True,True,30296.23,40.3,False
25,regular,3873.91,card_declined,netbanking,3.6,2025-10-14,91,10,1,10,0,2,0,0,0,0,2,voice,True,False,0.0,,True
106,regular,1409.28,bank_server_down,card,5.8,2025-11-29,76,8,5,5,1,6,0,2,1,2,0,voice,True,True,1409.28,17.1,False
173,regular,4328.33,network_error,upi,3.8,2025-05-27,40,6,2,5,1,2,4,4,1,4,0,email,True,False,0.0,,False
164,regular,6557.88,card_declined,wallet,6.3,2025-10-20,10,13,1,12,0,6,1,6,2,5,1,email,True,False,0.0,,True
88,high_value,15269.81,card_declined,netbanking,7.1,2025-11-06,93,6,4,5,1,3,0,0,2,5,0,voice,True,True,15269.81,41.4,False
93,regular,6109.22,bank_server_down,wallet,4.1,2025-04-05,90,6,7,1,0,2,0,2,2,5,0,none,False,True,6109.22,17.7,False
65,high_value,47319.68,insufficient_funds,card,1.7,2025-02-22,67,11,5,6,3,5,0,2,1,5,0,retry,True,False,0.0,,False
122,new,1690.46,insufficient_funds,wallet,5.2,2025-02-12,11,5,1,5,0,2,0,0,3,6,0,retry,True,False,0.0,,False
22,regular,5411.25,network_error,netbanking,2.3,2026-01-13,27,0,2,0,2,4,1,5,1,1,0,whatsapp,True,False,0.0,,False
44,new,182.86,card_declined,netbanking,8.6,2025-08-28,61,13,6,9,0,0,0,3,3,4,0,none,False,False,0.0,,False
70,new,1690.78,timeout,card,5.9,2025-08-22,48,9,6,6,0,1,3,5,1,6,0,voice,True,False,0.0,,False
135,high_value,33790.39,bank_server_down,netbanking,9.1,2025-09-04,26,14,8,9,1,1,2,2,2,3,0,email,True,False,0.0,,False
94,high_value,23549.17,timeout,netbanking,0.1,2025-09-25,51,6,3,3,1,4,0,0,0,0,0,none,False,False,0.0,,False
89,new,931.61,bank_server_down,upi,6.9,2025-09-09,26,14,7,10,0,5,0,3,0,0,2,none,False,False,0.0,,False
3,new,2321.02,card_declined,card,8.0,2025-10-08,53,2,1,1,0,2,0,1,1,1,0,whatsapp,True,False,0.0,,False
102,regular,2374.22,network_error,wallet,2.2,2025-02-10,83,10,3,9,1,2,4,5,1,4,0,email,True,True,2374.22,43.7,False
178,regular,5634.8,card_declined,netbanking,4.1,2026-03-13,80,3,5,1,0,0,2,2,1,1,0,retry,True,True,5634.8,5.4,False
117,regular,5132.97,card_declined,wallet,1.9,2025-01-10,43,11,0,11,0,3,4,6,0,0,0,whatsapp,True,False,0.0,,True
27,regular,2615.86,timeout,wallet,7.3,2025-04-30,20,4,5,0,1,3,0,4,1,5,0,retry,True,True,2615.86,10.5,False
108,new,1003.57,network_error,netbanking,4.6,2026-02-10,17,10,8,5,1,5,1,3,2,2,0,retry,True,True,1003.57,36.1,False
38,regular,920.29,network_error,upi,5.4,2025-04-03,100,9,5,7,3,4,0,0,4,5,0,whatsapp,True,False,0.0,,False
4,regular,1414.71,timeout,wallet,7.7,2025-08-15,25,13,5,9,2,3,3,4,4,6,0,whatsapp,True,False,0.0,,True
25,regular,4408.54,timeout,wallet,3.9,2026-05-08,91,10,1,10,0,2,0,0,0,0,2,whatsapp,True,False,0.0,,True
11,regular,6085.43,bank_server_down,upi,2.5,2025-11-23,36,15,7,11,1,6,5,6,4,6,0,whatsapp,True,True,6085.43,32.0,True
29,new,784.3,network_error,netbanking,0.2,2026-02-11,58,8,5,6,0,0,0,1,0,3,0,whatsapp,True,True,784.3,0.5,False
11,regular,4858.08,network_error,card,3.7,2025-02-15,36,15,7,11,1,6,5,6,4,6,0,whatsapp,True,False,0.0,,False
87,high_value,46888.2,insufficient_funds,upi,3.6,2025-03-20,74,8,7,4,2,3,1,2,4,5,0,discount,True,False,0.0,,False
60,high_value,19253.28,bank_server_down,netbanking,8.1,2025-08-13,54,11,5,7,0,3,0,4,0,0,1,discount,True,True,19253.28,34.8,True
65,high_value,45439.84,network_error,wallet,5.6,2025-10-05,67,11,5,6,3,5,0,2,1,5,0,discount,True,True,45439.84,16.8,False
120,regular,2564.93,bank_server_down,card,0.7,2025-03-21,76,6,2,4,0,4,2,3,1,3,0,email,True,False,0.0,,False
117,regular,505.4,bank_server_down,wallet,7.3,2026-03-29,43,11,0,11,0,3,4,6,0,0,0,retry,True,False,0.0,,False
159,regular,2290.9,insufficient_funds,wallet,1.9,2025-12-16,45,8,2,8,1,1,0,6,0,0,0,email,True,False,0.0,,False
83,high_value,23441.2,card_declined,upi,1.0,2025-12-04,17,3,2,3,3,6,4,6,4,6,0,retry,True,False,0.0,,False
34,regular,1839.79,insufficient_funds,card,1.1,2025-04-09,18,5,5,1,1,5,6,6,1,3,0,retry,True,False,0.0,,False
100,regular,5434.41,bank_server_down,netbanking,0.5,2025-04-24,41,7,6,4,4,4,0,2,1,3,0,voice,True,True,5434.41,10.1,False
126,regular,7463.03,insufficient_funds,wallet,8.0,2025-02-01,97,8,2,7,0,4,0,0,1,4,2,whatsapp,True,False,0.0,,False
95,regular,6456.87,insufficient_funds,netbanking,5.3,2026-01-11,21,11,3,8,0,2,1,5,3,6,0,retry,True,True,6456.87,45.3,False
133,regular,1228.39,timeout,wallet,1.9,2025-09-27,24,12,2,12,0,3,1,2,1,2,1,voice,True,False,0.0,,False
143,high_value,38713.75,network_error,upi,7.7,2025-10-23,71,15,6,10,1,1,0,2,0,1,0,whatsapp,True,True,38713.75,42.4,False
43,regular,6443.46,bank_server_down,wallet,5.0,2025-12-03,41,4,1,4,4,5,0,6,1,2,0,whatsapp,True,False,0.0,,False
91,regular,7268.64,bank_server_down,netbanking,8.4,2025-07-31,78,8,3,5,0,1,2,3,0,0,0,human_followup,True,True,7268.64,29.2,False
145,new,1682.32,network_error,netbanking,3.6,2025-08-20,72,9,8,4,5,5,0,3,0,2,0,email,True,False,0.0,,False
73,high_value,31809.33,bank_server_down,card,9.9,2025-06-04,16,15,5,12,1,3,3,4,3,6,0,retry,True,False,0.0,,False
55,new,2581.59,insufficient_funds,netbanking,9.2,2025-09-19,18,6,6,3,0,1,0,2,1,2,0,voice,True,False,0.0,,False
10,new,1435.07,timeout,card,2.6,2026-04-01,80,5,1,5,1,1,2,5,1,1,0,voice,True,True,1435.07,4.5,False
103,high_value,30607.92,timeout,upi,7.2,2026-02-10,81,17,5,12,1,3,1,4,3,5,0,email,True,False,0.0,,False
